id,job_geo_coordinate,start_geo_coordinate,travel_time,installers_required,expected_job_time,est_installation_date,installation_date,arrival_start_time,arrival_end_time,INSTALLER_IDs
70976,,"-34.7810071,138.6461490",,1,60.0,2023-01-28,,,,
70981,,"-34.7810071,138.6461490",,1,75.0,2023-01-28,,,,
70983,,"-34.7810071,138.6461490",,1,45.0,2023-01-28,,,,
70993,,"-34.7810071,138.6461490",,1,45.0,2023-01-28,,,,
70994,,"-34.7810071,138.6461490",,1,420.0,2023-01-28,,,,
70995,,"-34.7810071,138.6461490",,1,25.0,2023-01-28,,,,
70997,,"-34.7810071,138.6461490",,1,45.0,2023-01-28,,,,
70998,,"-34.7810071,138.6461490",,1,45.0,2023-01-28,,,,
70999,,"-34.7810071,138.6461490",,2,428.0,2023-01-28,,,,
71004,,"-34.7810071,138.6461490",,1,50.0,2023-01-28,,,,
71007,,"-34.7810071,138.6461490",,1,65.0,2023-01-28,,,,
71009,,"-34.7810071,138.6461490",,1,40.0,2023-01-28,,,,
71010,,"-34.7810071,138.6461490",,1,180.0,2023-01-28,,,,
71013,,"-34.7810071,138.6461490",,1,150.0,2023-01-28,,,,
71014,,"-34.7810071,138.6461490",,1,225.0,2023-01-28,,,,
71016,,"-34.7810071,138.6461490",,2,200.0,2023-01-28,,,,
71017,,"-34.7810071,138.6461490",,1,45.0,2023-01-28,,,,
71021,,"-34.7810071,138.6461490",,1,180.0,2023-01-28,,,,
71025,,"-34.7810071,138.6461490",,1,160.0,2023-01-28,,,,
71027,,"-34.7810071,138.6461490",,1,15.0,2023-01-28,,,,
71028,,"-34.7810071,138.6461490",,1,15.0,2023-01-28,,,,
71029,,"-34.7810071,138.6461490",,1,130.0,2023-01-28,,,,
71037,,"-34.7810071,138.6461490",,1,60.0,2023-01-28,,,,
71040,,"-34.7810071,138.6461490",,1,60.0,2023-01-28,,,,
71048,,"-34.7810071,138.6461490",,1,60.0,2023-01-28,,,,
71049,,"-34.7810071,138.6461490",,1,60.0,2023-01-28,,,,
71050,,"-34.7810071,138.6461490",,1,60.0,2023-01-28,,,,
71051,,"-34.7810071,138.6461490",,1,60.0,2023-01-28,,,,
71052,,"-34.7810071,138.6461490",,1,60.0,2023-01-28,,,,
71053,,"-34.7810071,138.6461490",,1,60.0,2023-01-28,,,,
71079,"-34.8619469,138.5693075","-34.7810071,138.6461490",18.0,1,90.0,2023-01-29,2023-01-23,10:25:00,11:55:00,2
71146,"-34.8731752,138.6810188","-34.7810071,138.6461490",19.0,1,30.0,2023-01-29,2023-01-23,10:29:00,10:59:00,4
71163,"-34.8734901,138.6863838","-34.7810071,138.6461490",20.0,1,60.0,2023-01-29,2023-01-23,11:01:00,12:01:00,4
71081,"-34.8777825,138.6378986","-34.7810071,138.6461490",21.0,1,60.0,2023-01-29,2023-01-23,12:07:00,13:07:00,1
71152,"-34.8981777,138.6713789","-34.7810071,138.6461490",24.0,1,15.0,2023-01-29,2023-01-23,12:09:00,12:24:00,4
71195,"-34.9046547,138.6889646","-34.7810071,138.6461490",26.0,1,150.0,2023-01-29,2023-01-23,12:20:00,14:50:00,2
71198,"-34.9740402,138.6067672","-34.7810071,138.6461490",37.0,1,60.0,2023-01-29,2023-01-23,12:47:00,13:47:00,4
71054,,"-34.7810071,138.6461490",,1,60.0,2023-01-29,,,,
71056,,"-34.7810071,138.6461490",,1,60.0,2023-01-29,,,,
71057,,"-34.7810071,138.6461490",,1,60.0,2023-01-29,,,,
71058,,"-34.7810071,138.6461490",,1,60.0,2023-01-29,,,,
71059,,"-34.7810071,138.6461490",,1,60.0,2023-01-29,,,,
71060,,"-34.7810071,138.6461490",,1,45.0,2023-01-29,,,,
71063,,"-34.7810071,138.6461490",,1,220.0,2023-01-29,,,,
71064,,"-34.7810071,138.6461490",,1,90.0,2023-01-29,,,,
71068,,"-34.7810071,138.6461490",,1,10.0,2023-01-29,,,,
71070,,"-34.7810071,138.6461490",,1,15.0,2023-01-29,,,,
71084,,"-34.7810071,138.6461490",,1,15.0,2023-01-29,,,,
71095,,"-34.7810071,138.6461490",,1,60.0,2023-01-29,,,,
71096,,"-34.7810071,138.6461490",,1,150.0,2023-01-29,,,,
71131,,"-34.7810071,138.6461490",,1,245.0,2023-01-29,,,,
71133,,"-34.7810071,138.6461490",,1,30.0,2023-01-29,,,,
71135,,"-34.7810071,138.6461490",,1,125.0,2023-01-29,,,,
71136,,"-34.7810071,138.6461490",,1,50.0,2023-01-29,,,,
71140,,"-34.7810071,138.6461490",,1,50.0,2023-01-29,,,,
71142,,"-34.7810071,138.6461490",,1,370.0,2023-01-29,,,,
71143,,"-34.7810071,138.6461490",,1,45.0,2023-01-29,,,,
71147,,"-34.7810071,138.6461490",,1,45.0,2023-01-29,,,,
71148,,"-34.7810071,138.6461490",,1,60.0,2023-01-29,,,,
71149,,"-34.7810071,138.6461490",,1,135.0,2023-01-29,,,,
71157,,"-34.7810071,138.6461490",,1,90.0,2023-01-29,,,,
71159,,"-34.7810071,138.6461490",,1,135.0,2023-01-29,,,,
71160,,"-34.7810071,138.6461490",,1,65.0,2023-01-29,,,,
71164,,"-34.7810071,138.6461490",,2,600.0,2023-01-29,,,,
71166,,"-34.7810071,138.6461490",,1,30.0,2023-01-29,,,,
71170,,"-34.7810071,138.6461490",,1,15.0,2023-01-29,,,,
71172,,"-34.7810071,138.6461490",,1,60.0,2023-01-29,,,,
71174,,"-34.7810071,138.6461490",,1,45.0,2023-01-29,,,,
71176,,"-34.7810071,138.6461490",,1,240.0,2023-01-29,,,,
71177,,"-34.7810071,138.6461490",,1,180.0,2023-01-29,,,,
71186,,"-34.7810071,138.6461490",,1,15.0,2023-01-29,,,,
71187,,"-34.7810071,138.6461490",,1,135.0,2023-01-29,,,,
71188,,"-34.7810071,138.6461490",,1,90.0,2023-01-29,,,,
71189,,"-34.7810071,138.6461490",,1,60.0,2023-01-29,,,,
71191,,"-34.7810071,138.6461490",,1,400.0,2023-01-29,,,,
71196,,"-34.7810071,138.6461490",,1,460.0,2023-01-29,,,,
71197,,"-34.7810071,138.6461490",,1,280.0,2023-01-29,,,,
71200,,"-34.7810071,138.6461490",,1,60.0,2023-01-29,,,,
71203,,"-34.7810071,138.6461490",,1,52.0,2023-01-29,,,,
71318,"-34.6819442,138.6836641","-34.7810071,138.6461490",17.0,1,60.0,2023-02-01,2023-01-23,13:01:00,14:01:00,3
71323,"-34.6819442,138.6836641","-34.7810071,138.6461490",17.0,1,60.0,2023-02-01,2023-01-23,13:43:00,14:43:00,1
71305,"-34.8671483,138.6286293","-34.7810071,138.6461490",19.0,1,30.0,2023-02-01,2023-01-23,14:12:00,14:42:00,4
71248,"-34.8770142,138.7044975","-34.7810071,138.6461490",23.0,1,60.0,2023-02-01,2023-01-23,14:39:00,15:39:00,3
71206,,"-34.7810071,138.6461490",,1,50.0,2023-02-01,,,,
71207,,"-34.7810071,138.6461490",,1,245.0,2023-02-01,,,,
71209,,"-34.7810071,138.6461490",,1,45.0,2023-02-01,,,,
71210,,"-34.7810071,138.6461490",,2,30.0,2023-02-01,,,,
71213,,"-34.7810071,138.6461490",,1,45.0,2023-02-01,,,,
71215,,"-34.7810071,138.6461490",,1,180.0,2023-02-01,,,,
71216,,"-34.7810071,138.6461490",,1,95.0,2023-02-01,,,,
71217,,"-34.7810071,138.6461490",,1,90.0,2023-02-01,,,,
71219,,"-34.7810071,138.6461490",,1,80.0,2023-02-01,,,,
71220,,"-34.7810071,138.6461490",,2,50.0,2023-02-01,,,,
71221,,"-34.7810071,138.6461490",,1,50.0,2023-02-01,,,,
71223,,"-34.7810071,138.6461490",,1,90.0,2023-02-01,,,,
71224,,"-34.7810071,138.6461490",,1,15.0,2023-02-01,,,,
71227,,"-34.7810071,138.6461490",,1,70.0,2023-02-01,,,,
71228,,"-34.7810071,138.6461490",,1,85.0,2023-02-01,,,,
71230,,"-34.7810071,138.6461490",,1,234.0,2023-02-01,,,,
71236,,"-34.7810071,138.6461490",,1,15.0,2023-02-01,,,,
71237,,"-34.7810071,138.6461490",,1,60.0,2023-02-01,,,,
71241,,"-34.7810071,138.6461490",,1,95.0,2023-02-01,,,,
71243,,"-34.7810071,138.6461490",,1,90.0,2023-02-01,,,,
71244,,"-34.7810071,138.6461490",,1,65.0,2023-02-01,,,,
71247,,"-34.7810071,138.6461490",,1,15.0,2023-02-01,,,,
71249,,"-34.7810071,138.6461490",,1,52.0,2023-02-01,,,,
71250,,"-34.7810071,138.6461490",,1,30.0,2023-02-01,,,,
71252,,"-34.7810071,138.6461490",,1,104.0,2023-02-01,,,,
71254,,"-34.7810071,138.6461490",,1,52.0,2023-02-01,,,,
71259,,"-34.7810071,138.6461490",,1,120.0,2023-02-01,,,,
71260,,"-34.7810071,138.6461490",,1,180.0,2023-02-01,,,,
71271,,"-34.7810071,138.6461490",,1,90.0,2023-02-01,,,,
71276,,"-34.7810071,138.6461490",,1,35.0,2023-02-01,,,,
71287,,"-34.7810071,138.6461490",,1,60.0,2023-02-01,,,,
71289,,"-34.7810071,138.6461490",,1,75.0,2023-02-01,,,,
71291,,"-34.7810071,138.6461490",,1,30.0,2023-02-01,,,,
71292,,"-34.7810071,138.6461490",,1,90.0,2023-02-01,,,,
71293,,"-34.7810071,138.6461490",,1,60.0,2023-02-01,,,,
71295,,"-34.7810071,138.6461490",,1,60.0,2023-02-01,,,,
71296,,"-34.7810071,138.6461490",,1,115.0,2023-02-01,,,,
71297,,"-34.7810071,138.6461490",,1,60.0,2023-02-01,,,,
71298,,"-34.7810071,138.6461490",,1,30.0,2023-02-01,,,,
71299,,"-34.7810071,138.6461490",,1,135.0,2023-02-01,,,,
71300,,"-34.7810071,138.6461490",,1,180.0,2023-02-01,,,,
71301,,"-34.7810071,138.6461490",,1,60.0,2023-02-01,,,,
71302,,"-34.7810071,138.6461490",,1,104.0,2023-02-01,,,,
71303,,"-34.7810071,138.6461490",,1,45.0,2023-02-01,,,,
71306,,"-34.7810071,138.6461490",,1,45.0,2023-02-01,,,,
71308,,"-34.7810071,138.6461490",,1,104.0,2023-02-01,,,,
71309,,"-34.7810071,138.6461490",,1,104.0,2023-02-01,,,,
71320,,"-34.7810071,138.6461490",,1,15.0,2023-02-01,,,,
71322,,"-34.7810071,138.6461490",,1,100.0,2023-02-01,,,,
71326,,"-34.7810071,138.6461490",,1,60.0,2023-02-01,,,,
71327,,"-34.7810071,138.6461490",,1,5.0,2023-02-01,,,,
71332,,"-34.7810071,138.6461490",,1,60.0,2023-02-01,,,,
71335,,"-34.7810071,138.6461490",,1,120.0,2023-02-01,,,,
71339,,"-34.7810071,138.6461490",,1,120.0,2023-02-01,,,,
71411,"-34.8425848,138.716613","-34.7810071,138.6461490",17.0,1,60.0,2023-02-02,2023-01-23,14:57:00,15:57:00,4
71385,"-34.8810472,138.6727326","-34.7810071,138.6461490",20.0,1,60.0,2023-02-02,2023-01-24,08:20:00,09:20:00,4
71430,"-34.8885103,138.6250079","-34.7810071,138.6461490",21.0,1,30.0,2023-02-02,2023-01-24,08:22:00,08:52:00,0
71340,,"-34.7810071,138.6461490",,1,255.0,2023-02-02,,,,
71343,,"-34.7810071,138.6461490",,1,45.0,2023-02-02,,,,
71345,,"-34.7810071,138.6461490",,1,105.0,2023-02-02,,,,
71346,,"-34.7810071,138.6461490",,1,45.0,2023-02-02,,,,
71351,,"-34.7810071,138.6461490",,1,40.0,2023-02-02,,,,
71354,,"-34.7810071,138.6461490",,1,208.0,2023-02-02,,,,
71355,,"-34.7810071,138.6461490",,1,60.0,2023-02-02,,,,
71356,,"-34.7810071,138.6461490",,1,20.0,2023-02-02,,,,
71358,,"-34.7810071,138.6461490",,1,120.0,2023-02-02,,,,
71359,,"-34.7810071,138.6461490",,1,120.0,2023-02-02,,,,
71360,,"-34.7810071,138.6461490",,1,150.0,2023-02-02,,,,
71361,,"-34.7810071,138.6461490",,1,135.0,2023-02-02,,,,
71363,,"-34.7810071,138.6461490",,1,180.0,2023-02-02,,,,
71365,,"-34.7810071,138.6461490",,1,10.0,2023-02-02,,,,
71371,,"-34.7810071,138.6461490",,1,90.0,2023-02-02,,,,
71372,,"-34.7810071,138.6461490",,1,45.0,2023-02-02,,,,
71373,,"-34.7810071,138.6461490",,1,90.0,2023-02-02,,,,
71375,,"-34.7810071,138.6461490",,2,45.0,2023-02-02,,,,
71376,,"-34.7810071,138.6461490",,1,65.0,2023-02-02,,,,
71377,,"-34.7810071,138.6461490",,1,45.0,2023-02-02,,,,
71382,,"-34.7810071,138.6461490",,1,60.0,2023-02-02,,,,
71386,,"-34.7810071,138.6461490",,1,30.0,2023-02-02,,,,
71387,,"-34.7810071,138.6461490",,1,60.0,2023-02-02,,,,
71388,,"-34.7810071,138.6461490",,1,105.0,2023-02-02,,,,
71389,,"-34.7810071,138.6461490",,1,60.0,2023-02-02,,,,
71390,,"-34.7810071,138.6461490",,1,50.0,2023-02-02,,,,
71391,,"-34.7810071,138.6461490",,1,60.0,2023-02-02,,,,
71392,,"-34.7810071,138.6461490",,1,90.0,2023-02-02,,,,
71396,,"-34.7810071,138.6461490",,1,90.0,2023-02-02,,,,
71397,,"-34.7810071,138.6461490",,1,120.0,2023-02-02,,,,
71404,,"-34.7810071,138.6461490",,1,120.0,2023-02-02,,,,
71406,,"-34.7810071,138.6461490",,1,15.0,2023-02-02,,,,
71407,,"-34.7810071,138.6461490",,1,60.0,2023-02-02,,,,
71410,,"-34.7810071,138.6461490",,1,45.0,2023-02-02,,,,
71412,,"-34.7810071,138.6461490",,1,150.0,2023-02-02,,,,
71414,,"-34.7810071,138.6461490",,1,15.0,2023-02-02,,,,
71415,,"-34.7810071,138.6461490",,1,65.0,2023-02-02,,,,
71416,,"-34.7810071,138.6461490",,1,45.0,2023-02-02,,,,
71417,,"-34.7810071,138.6461490",,1,45.0,2023-02-02,,,,
71418,,"-34.7810071,138.6461490",,1,45.0,2023-02-02,,,,
71420,,"-34.7810071,138.6461490",,1,120.0,2023-02-02,,,,
71421,,"-34.7810071,138.6461490",,1,100.0,2023-02-02,,,,
71424,,"-34.7810071,138.6461490",,2,45.0,2023-02-02,,,,
71425,,"-34.7810071,138.6461490",,1,15.0,2023-02-02,,,,
71426,,"-34.7810071,138.6461490",,1,85.0,2023-02-02,,,,
71431,,"-34.7810071,138.6461490",,1,15.0,2023-02-02,,,,
71432,,"-34.7810071,138.6461490",,1,15.0,2023-02-02,,,,
71433,,"-34.7810071,138.6461490",,1,15.0,2023-02-02,,,,
71434,,"-34.7810071,138.6461490",,1,60.0,2023-02-02,,,,
71435,,"-34.7810071,138.6461490",,1,15.0,2023-02-02,,,,
71437,,"-34.7810071,138.6461490",,1,45.0,2023-02-02,,,,
71438,,"-34.7810071,138.6461490",,1,270.0,2023-02-02,,,,
71498,"-34.9188593,138.6574399","-34.7810071,138.6461490",28.0,1,30.0,2023-02-03,2023-01-24,08:28:00,08:58:00,1
71481,"-35.0863065,138.8394378","-34.7810071,138.6461490",56.0,1,90.0,2023-02-03,2023-01-24,08:57:00,10:27:00,2
71447,,"-34.7810071,138.6461490",,1,120.0,2023-02-03,,,,
71448,,"-34.7810071,138.6461490",,1,180.0,2023-02-03,,,,
71494,,"-34.7810071,138.6461490",,1,15.0,2023-02-03,,,,
71497,,"-34.7810071,138.6461490",,1,140.0,2023-02-03,,,,
71499,,"-34.7810071,138.6461490",,1,120.0,2023-02-03,,,,
71500,,"-34.7810071,138.6461490",,1,45.0,2023-02-03,,,,
71501,,"-34.7810071,138.6461490",,1,60.0,2023-02-03,,,,
71502,,"-34.7810071,138.6461490",,1,195.0,2023-02-03,,,,
71503,,"-34.7810071,138.6461490",,1,170.0,2023-02-03,,,,
71505,,"-34.7810071,138.6461490",,1,45.0,2023-02-03,,,,
71506,,"-34.7810071,138.6461490",,1,200.0,2023-02-03,,,,
71510,,"-34.7810071,138.6461490",,1,90.0,2023-02-03,,,,
71513,,"-34.7810071,138.6461490",,1,90.0,2023-02-03,,,,
71515,,"-34.7810071,138.6461490",,1,335.0,2023-02-03,,,,
71520,,"-34.7810071,138.6461490",,3,45.0,2023-02-03,,,,
71522,,"-34.7810071,138.6461490",,1,45.0,2023-02-03,,,,
71526,,"-34.7810071,138.6461490",,1,120.0,2023-02-03,,,,
71528,,"-34.7810071,138.6461490",,1,140.0,2023-02-03,,,,
71529,,"-34.7810071,138.6461490",,1,295.0,2023-02-03,,,,
71530,,"-34.7810071,138.6461490",,1,15.0,2023-02-03,,,,
71531,,"-34.7810071,138.6461490",,1,60.0,2023-02-03,,,,
71534,,"-34.7810071,138.6461490",,1,300.0,2023-02-03,,,,
71537,,"-34.7810071,138.6461490",,1,225.0,2023-02-03,,,,
71616,"-34.8985678,138.6783861","-34.7810071,138.6461490",24.0,1,60.0,2023-02-04,2023-01-24,08:24:00,09:24:00,3
71566,"-34.8194202,138.9595545","-34.7810071,138.6461490",39.0,2,240.0,2023-02-04,2023-01-24,09:45:00,13:45:00,"0,1"
71538,,"-34.7810071,138.6461490",,1,45.0,2023-02-04,,,,
71553,,"-34.7810071,138.6461490",,1,120.0,2023-02-04,,,,
71554,,"-34.7810071,138.6461490",,1,140.0,2023-02-04,,,,
71556,,"-34.7810071,138.6461490",,1,435.0,2023-02-04,,,,
71557,,"-34.7810071,138.6461490",,1,45.0,2023-02-04,,,,
71558,,"-34.7810071,138.6461490",,1,45.0,2023-02-04,,,,
71559,,"-34.7810071,138.6461490",,1,60.0,2023-02-04,,,,
71560,,"-34.7810071,138.6461490",,1,240.0,2023-02-04,,,,
71562,,"-34.7810071,138.6461490",,2,310.0,2023-02-04,,,,
71563,,"-34.7810071,138.6461490",,1,150.0,2023-02-04,,,,
71568,,"-34.7810071,138.6461490",,1,90.0,2023-02-04,,,,
71579,,"-34.7810071,138.6461490",,1,135.0,2023-02-04,,,,
71595,,"-34.7810071,138.6461490",,1,230.0,2023-02-04,,,,
71597,,"-34.7810071,138.6461490",,1,50.0,2023-02-04,,,,
71599,,"-34.7810071,138.6461490",,1,60.0,2023-02-04,,,,
71600,,"-34.7810071,138.6461490",,1,30.0,2023-02-04,,,,
71601,,"-34.7810071,138.6461490",,1,45.0,2023-02-04,,,,
71603,,"-34.7810071,138.6461490",,1,75.0,2023-02-04,,,,
71604,,"-34.7810071,138.6461490",,1,60.0,2023-02-04,,,,
71609,,"-34.7810071,138.6461490",,1,180.0,2023-02-04,,,,
71610,,"-34.7810071,138.6461490",,1,180.0,2023-02-04,,,,
71611,,"-34.7810071,138.6461490",,1,180.0,2023-02-04,,,,
71612,,"-34.7810071,138.6461490",,1,180.0,2023-02-04,,,,
71614,,"-34.7810071,138.6461490",,1,105.0,2023-02-04,,,,
71615,,"-34.7810071,138.6461490",,1,75.0,2023-02-04,,,,
71730,"-34.7967566,138.7060069","-34.7810071,138.6461490",12.0,1,60.0,2023-02-05,2023-01-24,09:37:00,10:37:00,4
71742,"-34.8447459,138.6959711","-34.7810071,138.6461490",15.0,1,,2023-02-05,,,,
71666,"-34.8996807,138.6899366","-34.7810071,138.6461490",26.0,1,60.0,2023-02-05,2023-01-24,09:27:00,10:27:00,3
71842,"-34.9274342,138.6020127","-34.7810071,138.6461490",32.0,2,240.0,2023-02-05,2023-01-24,11:01:00,15:01:00,"3,2"
71710,"-34.9833229,138.5839169","-34.7810071,138.6461490",34.0,1,60.0,2023-02-05,2023-01-24,11:19:00,12:19:00,4
71691,"-34.956789,138.6486","-34.7810071,138.6461490",36.0,1,150.0,2023-02-05,2023-01-24,12:37:00,15:07:00,4
71617,,"-34.7810071,138.6461490",,1,180.0,2023-02-05,,,,
71619,,"-34.7810071,138.6461490",,1,30.0,2023-02-05,,,,
71621,,"-34.7810071,138.6461490",,1,60.0,2023-02-05,,,,
71623,,"-34.7810071,138.6461490",,1,45.0,2023-02-05,,,,
71624,,"-34.7810071,138.6461490",,1,45.0,2023-02-05,,,,
71625,,"-34.7810071,138.6461490",,1,45.0,2023-02-05,,,,
71626,,"-34.7810071,138.6461490",,1,30.0,2023-02-05,,,,
71627,,"-34.7810071,138.6461490",,1,60.0,2023-02-05,,,,
71630,,"-34.7810071,138.6461490",,1,55.0,2023-02-05,,,,
71631,,"-34.7810071,138.6461490",,1,45.0,2023-02-05,,,,
71632,,"-34.7810071,138.6461490",,1,110.0,2023-02-05,,,,
71636,,"-34.7810071,138.6461490",,2,150.0,2023-02-05,,,,
71638,,"-34.7810071,138.6461490",,1,120.0,2023-02-05,,,,
71645,,"-34.7810071,138.6461490",,1,130.0,2023-02-05,,,,
71649,,"-34.7810071,138.6461490",,1,165.0,2023-02-05,,,,
71650,,"-34.7810071,138.6461490",,1,65.0,2023-02-05,,,,
71652,,"-34.7810071,138.6461490",,1,90.0,2023-02-05,,,,
71655,,"-34.7810071,138.6461490",,1,180.0,2023-02-05,,,,
71662,,"-34.7810071,138.6461490",,1,150.0,2023-02-05,,,,
71675,,"-34.7810071,138.6461490",,1,45.0,2023-02-05,,,,
71676,,"-34.7810071,138.6461490",,1,135.0,2023-02-05,,,,
71687,,"-34.7810071,138.6461490",,1,15.0,2023-02-05,,,,
71696,,"-34.7810071,138.6461490",,1,45.0,2023-02-05,,,,
71752,,"-34.7810071,138.6461490",,1,180.0,2023-02-05,,,,
71862,,"-34.7810071,138.6461490",,1,150.0,2023-02-05,,,,
71967,,"-34.7810071,138.6461490",,1,220.0,2023-02-05,,,,
